Area Name,Area Type,Year,Month,Date_Numeric,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Benchmark
Kirkwood CDP,Sub-County Place,2011,August,08/2011,N,Final,110,110,10,5.4,2023
Linda CDP,Sub-County Place,2013,July,07/2013,N,Final,8000,6500,1500,19.2,2023
El Sobrante CDP,Sub-County Place,2013,October,10/2013,N,Final,7300,6900,400,5.2,2023
Point Reyes Station CDP,Sub-County Place,2010,March,03/2010,N,Final,100,100,0,0.0,2023
Bakersfield MSA,Metropolitan Area,1996,April,04/1996,N,Final,272400,236000,36400,13.4,2021
Glenn County,County,2011,December,12/2011,N,Final,13130,11120,2010,15.3,2023
North Fair Oaks CDP,Sub-County Place,2013,September,09/2013,N,Final,7600,7100,600,7.3,2023
Yolo County,County,2012,May,05/2012,N,Final,102500,91900,10600,10.4,2023
Shingletown CDP,Sub-County Place,2023,May,05/2023,N,Final,800,800,0,3.7,2023
Elk Grove CDP,Sub-County Place,2010,January,01/2010,N,Final,74900,67100,7800,10.4,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,1999,June,06/1999,N,Final,814400,792200,22200,2.7,2021
Acton CDP,Sub-County Place,2015,November,11/2015,N,Final,3100,3000,100,2.6,2023
Napa city,Sub-County Place,2017,February,02/2017,N,Final,41400,39400,1900,4.7,2023
Fortuna city,Sub-County Place,2014,November,11/2014,N,Final,5600,5400,300,4.6,2023
Beale AFB CDP,Sub-County Place,2017,November,11/2017,N,Final,200,200,0,7.3,2023
Kerman city,Sub-County Place,2023,August,08/2023,N,Final,7300,6600,700,9.0,2023
Hawthorne city,Sub-County Place,2023,August,08/2023,N,Final,42800,40600,2300,5.3,2023
San Benito County,County,2001,January,01/2001,N,Final,28800,26800,2000,7.0,2023
Belden CDP,Sub-County Place,2024,March,03/2024,N,Final,0,0,0,0.0,2023
Lincoln city,Sub-County Place,2023,January,01/2023,N,Final,19700,18900,800,4.0,2023
Delano city,Sub-County Place,2023,September,09/2023,N,Final,20400,17300,3100,15.2,2023
Aromas CDP (Monterey Co),Sub-County Place,2015,November,11/2015,N,Final,1800,1700,100,6.3,2023
Rancho Cucamonga city,Sub-County Place,2010,May,05/2010,N,Final,85900,77200,8600,10.1,2023
Davis city,Sub-County Place,2011,June,06/2011,N,Final,34100,30900,3200,9.4,2023
San Dimas city,Sub-County Place,2023,September,09/2023,N,Final,17400,16700,800,4.3,2023
Rancho Santa Margarita city,Sub-County Place,2023,August,08/2023,N,Final,27000,26000,1000,3.5,2023
Alameda County,County,2007,September,09/2007,N,Final,749700,714200,35600,4.7,2023
Colton city,Sub-County Place,2014,February,02/2014,N,Final,23300,21200,2100,9.0,2023
Sunnyvale city,Sub-County Place,2021,February,02/2021,N,Final,83700,80000,3700,4.4,2023
East San Gabriel CDP,Sub-County Place,2013,June,06/2013,N,Final,11300,10100,1200,10.9,2023
Angwin CDP,Sub-County Place,2024,July,07/2024,N,Final,1700,1600,100,7.1,2023
Fowler city,Sub-County Place,2021,February,02/2021,N,Final,2800,2500,300,10.6,2023
Lake Nacimiento CDP,Sub-County Place,2023,May,05/2023,N,Final,1400,1300,100,3.9,2023
Westmorland city,Sub-County Place,2023,February,02/2023,N,Final,800,700,200,21.9,2023
Villa Park city,Sub-County Place,2017,March,03/2017,N,Final,2500,2400,0,0.9,2023
Bakersfield MSA,Metropolitan Area,2017,August,08/2017,N,Final,386700,353300,33500,8.6,2023
Walnut city,Sub-County Place,2012,January,01/2012,N,Final,15200,13900,1300,8.6,2023
San Antonio Heights CDP,Sub-County Place,2023,March,03/2023,N,Final,1600,1600,0,1.2,2023
Buellton city,Sub-County Place,2015,September,09/2015,N,Final,2900,2900,100,2.0,2023
Lake Wildwood CDP,Sub-County Place,2014,November,11/2014,N,Final,1680,1570,120,6.9,2023
Chico MSA,Metropolitan Area,2016,August,08/2016,N,Final,100800,94200,6700,6.6,2023
Sand City city,Sub-County Place,2022,December,12/2022,N,Final,200,200,0,3.3,2023
California,State,1987,January,01/1987,Y,Final,13560957,12689035,871922,6.4,2020
Felton CDP,Sub-County Place,2020,November,11/2020,N,Final,1800,1700,200,8.3,2023
Rialto city,Sub-County Place,2011,December,12/2011,N,Final,43300,37200,6100,14.2,2023
Del Norte County,County,2006,May,05/2006,N,Final,10570,9910,670,6.3,2021
Taft Mosswood CDP,Sub-County Place,2015,July,07/2015,N,Final,500,500,100,14.7,2023
Newport Beach city,Sub-County Place,2015,April,04/2015,N,Final,44700,43100,1600,3.6,2023
Orange city,Sub-County Place,2023,February,02/2023,N,Final,70900,68500,2400,3.4,2023
Bertsch Oceanview CDP,Sub-County Place,2023,October,10/2023,N,Final,1040,980,50,4.9,2023
Dana Point city,Sub-County Place,2021,April,04/2021,N,Final,17700,16600,1000,5.8,2023
Crestline CDP,Sub-County Place,2014,August,08/2014,N,Final,4100,3800,300,6.6,2023
Lake Isabella CDP,Sub-County Place,2010,March,03/2010,N,Final,1100,700,400,38.1,2023
Pine Mountain Club CDP,Sub-County Place,2018,September,09/2018,N,Final,800,700,100,12.1,2023
Sierra Madre city,Sub-County Place,2020,December,12/2020,N,Final,5800,5400,400,7.3,2023
La Mesa city,Sub-County Place,2013,July,07/2013,N,Final,30600,28000,2600,8.5,2023
Foster City city,Sub-County Place,2023,May,05/2023,N,Final,19100,18600,500,2.7,2023
East Orosi CDP,Sub-County Place,2024,April,04/2024,N,Final,300,200,100,26.0,2023
Marin County,County,1997,October,10/1997,N,Final,132200,128600,3600,2.7,2021
Cathedral City city,Sub-County Place,2019,February,02/2019,N,Final,26000,25200,800,3.1,2023
Arden Arcade CDP,Sub-County Place,2019,November,11/2019,N,Final,42800,41100,1700,4.0,2023
Compton city,Sub-County Place,2021,January,01/2021,N,Final,38500,32500,6000,15.7,2023
Boulder Creek CDP,Sub-County Place,2018,May,05/2018,N,Final,2800,2500,200,8.3,2023
West Covina city,Sub-County Place,2020,January,01/2020,N,Final,53900,51300,2600,4.7,2023
Bakersfield city,Sub-County Place,2018,May,05/2018,N,Final,175400,167100,8200,4.7,2023
San Rafael city,Sub-County Place,2012,May,05/2012,N,Final,32000,29900,2100,6.6,2023
Delhi CDP,Sub-County Place,2017,May,05/2017,N,Final,5000,4600,400,8.6,2023
Laguna Hills city,Sub-County Place,2011,December,12/2011,N,Final,16800,15500,1300,7.7,2023
East Porterville CDP,Sub-County Place,2011,February,02/2011,N,Final,2400,1400,1000,43.5,2023
San Miguel CDP,Sub-County Place,2019,July,07/2019,N,Final,1400,1400,100,5.4,2023
Bell city,Sub-County Place,2020,February,02/2020,N,Final,15500,14700,800,5.1,2023
Piru CDP,Sub-County Place,2020,January,01/2020,N,Final,1000,900,100,7.0,2023
Redding MSA,Metropolitan Area,2001,September,09/2001,N,Final,79000,74600,4400,5.6,2021
American Canyon city,Sub-County Place,2020,September,09/2020,N,Final,11100,10200,900,8.1,2023
Quartz Hill CDP,Sub-County Place,2012,October,10/2012,N,Final,4400,4100,300,7.4,2023
Armona CDP,Sub-County Place,2020,May,05/2020,N,Final,1800,1500,200,11.8,2023
Manton CDP,Sub-County Place,2015,June,06/2015,N,Final,60,60,10,14.1,2023
Bakersfield MSA,Metropolitan Area,1997,February,02/1997,N,Final,273500,234500,39100,14.3,2021
Benicia city,Sub-County Place,2022,December,12/2022,N,Final,14000,13600,400,2.9,2023
Avalon city,Sub-County Place,2017,June,06/2017,N,Final,2100,2100,0,0.0,2023
Galt city,Sub-County Place,2023,May,05/2023,N,Final,11700,11200,600,4.7,2023
Home Garden CDP,Sub-County Place,2020,March,03/2020,N,Final,600,500,100,14.5,2023
Chula Vista city,Sub-County Place,2024,May,05/2024,N,Final,123800,118900,4800,3.9,2023
Santa Cruz County,County,2005,January,01/2005,N,Final,140700,128700,12100,8.6,2021
Citrus Heights city,Sub-County Place,2023,July,07/2023,N,Final,44300,42500,1800,4.2,2023
Nevada County,County,2014,December,12/2014,N,Final,47660,44960,2700,5.7,2023
Bodega Bay CDP,Sub-County Place,2010,June,06/2010,N,Final,800,500,300,35.0,2023
Murrieta city,Sub-County Place,2018,October,10/2018,N,Final,55600,53800,1800,3.2,2023
Rocklin city,Sub-County Place,2021,May,05/2021,N,Final,34000,32300,1700,4.9,2023
Bellflower city,Sub-County Place,2015,December,12/2015,N,Final,35400,33500,1800,5.2,2023
Hanford-Corcoran MSA,Metropolitan Area,2003,May,05/2003,N,Final,52800,46700,6200,11.6,2021
Cromberg CDP,Sub-County Place,2011,October,10/2011,N,Final,140,110,30,20.9,2023
Parksdale CDP,Sub-County Place,2019,May,05/2019,N,Final,1000,900,100,13.7,2023
Greenville CDP,Sub-County Place,2023,June,06/2023,N,Final,410,380,30,8.0,2023
Malibu city,Sub-County Place,2012,March,03/2012,N,Final,5100,4700,400,7.9,2023
Santa Ynez CDP,Sub-County Place,2010,November,11/2010,N,Final,2100,2100,0,0.3,2023
Riverside County,County,2021,February,02/2021,N,Final,1129900,1033500,96400,8.5,2023
Bret Harte CDP,Sub-County Place,2014,September,09/2014,N,Final,1600,1300,300,17.5,2023
Aptos Hills Larkin Valley CDP,Sub-County Place,2019,May,05/2019,N,Final,700,700,0,1.8,2023
California City city,Sub-County Place,2012,June,06/2012,N,Final,5800,4300,1500,26.3,2023
Perris city,Sub-County Place,2015,June,06/2015,N,Final,29300,26300,3000,10.1,2023
Hermosa Beach city,Sub-County Place,2013,June,06/2013,N,Final,11100,10400,700,6.3,2023
Sutter County,County,1998,September,09/1998,N,Final,34800,31700,3200,9.1,2023
San Marcos city,Sub-County Place,2016,March,03/2016,N,Final,41500,39600,1900,4.6,2023
Amador City city,Sub-County Place,2012,April,04/2012,N,Final,100,90,20,14.9,2023
Lindsay city,Sub-County Place,2014,December,12/2014,N,Final,5200,3900,1300,24.9,2023
Thermalito CDP,Sub-County Place,2019,September,09/2019,N,Final,2600,2500,100,5.3,2023
Covina city,Sub-County Place,2019,January,01/2019,N,Final,24000,22800,1200,5.0,2023
Hidden Hills city,Sub-County Place,2012,February,02/2012,N,Final,900,800,100,7.5,2023
Alondra Park CDP,Sub-County Place,2019,November,11/2019,N,Final,4200,4100,100,2.8,2023
Carmel Valley Village CDP,Sub-County Place,2024,June,06/2024,N,Final,2400,2200,200,6.9,2023
Menlo Park city,Sub-County Place,2024,June,06/2024,N,Final,19500,18900,600,3.1,2023
Menifee City,Sub-County Place,2015,May,05/2015,N,Final,36500,33800,2800,7.6,2023
Valley Acres CDP,Sub-County Place,2022,January,01/2022,N,Final,300,200,100,26.6,2023
Dana Point city,Sub-County Place,2019,June,06/2019,N,Final,18500,18000,500,2.8,2023
Auburn city,Sub-County Place,2020,February,02/2020,N,Final,6300,6100,200,2.9,2023
Twain Harte CDP,Sub-County Place,2018,October,10/2018,N,Final,1110,1070,40,3.6,2023
Beverly Hills city,Sub-County Place,2021,February,02/2021,N,Final,17100,15800,1300,7.8,2023
San Ramon city,Sub-County Place,2016,January,01/2016,N,Final,38900,37500,1500,3.7,2023
Chualar CDP,Sub-County Place,2013,October,10/2013,N,Final,600,600,0,0.0,2023
Hughson city,Sub-County Place,2015,December,12/2015,N,Final,3300,2900,400,12.5,2023
Inyo County,County,2014,September,09/2014,N,Final,9300,8750,560,6.0,2023
Tulare County,County,2010,May,05/2010,N,Final,207900,174600,33300,16.0,2023
La Crescenta Montrose CDP,Sub-County Place,2011,February,02/2011,N,Final,9800,8500,1300,12.9,2023
Portola city,Sub-County Place,2020,June,06/2020,N,Final,800,720,90,11.1,2023
Santa Clara County,County,2006,November,11/2006,N,Final,831100,795000,36100,4.3,2023
Bethel Island CDP,Sub-County Place,2011,October,10/2011,N,Final,900,700,200,24.5,2023
Napa city,Sub-County Place,2021,October,10/2021,N,Final,39700,37900,1800,4.6,2023
Santa Rosa city,Sub-County Place,2017,September,09/2017,N,Final,90100,87400,2700,3.0,2023
Stallion Springs CDP,Sub-County Place,2014,April,04/2014,N,Final,900,900,0,4.0,2023
Downey city,Sub-County Place,2018,April,04/2018,N,Final,57700,55300,2400,4.1,2023
Atherton town,Sub-County Place,2017,February,02/2017,N,Final,3200,3100,100,2.1,2023
Tehama County,County,1999,January,01/1999,N,Final,23880,21820,2060,8.6,2021
Big Bear Lake city,Sub-County Place,2021,June,06/2021,N,Final,2300,2200,100,5.5,2023
Lassen County,County,1999,June,06/1999,N,Final,11090,10440,640,5.8,2021
Lebec CDP,Sub-County Place,2013,July,07/2013,N,Final,400,300,0,6.0,2023
Pittsburg city,Sub-County Place,2016,October,10/2016,N,Final,33700,32000,1700,4.9,2023
Morada CDP,Sub-County Place,2019,May,05/2019,N,Final,1600,1600,0,0.6,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,2024,July,07/2024,N,Final,997800,958700,39100,3.9,2023
Marin County,County,2017,May,05/2017,N,Final,139200,135400,3700,2.7,2023
Mohawk Vista CDP,Sub-County Place,2021,August,08/2021,N,Final,30,30,0,0.0,2023
Arbuckle CDP,Sub-County Place,2010,March,03/2010,N,Final,1670,1530,150,8.7,2023
California,State,1994,March,03/1994,Y,Final,15281600,13891600,1390000,9.1,2023
Placer County,County,2011,February,02/2011,N,Final,173500,153200,20300,11.7,2023
Laguna Niguel city,Sub-County Place,2022,January,01/2022,N,Final,33900,32600,1400,4.0,2023
Arden Arcade CDP,Sub-County Place,2017,November,11/2017,N,Final,41900,39900,2000,4.7,2023
Furnace Creek CDP,Sub-County Place,2022,May,05/2022,N,Final,90,90,0,2.3,2023
Selma city,Sub-County Place,2016,March,03/2016,N,Final,10700,9500,1200,11.5,2023
Bay Point CDP,Sub-County Place,2024,May,05/2024,N,Final,11400,10700,800,6.6,2023
Tobin CDP,Sub-County Place,2016,July,07/2016,N,Final,0,0,0,0.0,2023
Foresthill CDP,Sub-County Place,2018,December,12/2018,N,Final,400,300,0,2.6,2023
Freedom CDP,Sub-County Place,2021,October,10/2021,N,Final,1700,1500,200,9.6,2023
Laguna Beach city,Sub-County Place,2020,October,10/2020,N,Final,11700,11000,700,5.6,2023
Chico MSA,Metropolitan Area,2002,July,07/2002,N,Final,95800,88200,7700,8.0,2021
Elmira CDP,Sub-County Place,2022,January,01/2022,N,Final,100,100,0,7.1,2023
Redding city,Sub-County Place,2023,June,06/2023,N,Final,39800,38000,1800,4.5,2023
Bluewater CDP,Sub-County Place,2016,November,11/2016,N,Final,0,0,0,10.0,2023
Oakdale city,Sub-County Place,2011,March,03/2011,N,Final,10600,8500,2100,20.0,2023
Grass Valley city,Sub-County Place,2024,June,06/2024,N,Final,6010,5870,140,2.3,2023
Oakland city,Sub-County Place,2015,March,03/2015,N,Final,208100,195100,13000,6.2,2023
Arvin city,Sub-County Place,2021,February,02/2021,N,Final,7900,6700,1200,14.9,2023
Castroville CDP,Sub-County Place,2014,June,06/2014,N,Final,3200,3000,300,7.9,2023
Sanger city,Sub-County Place,2023,May,05/2023,N,Final,12500,11600,900,7.5,2023
San Juan Bautista city,Sub-County Place,2012,July,07/2012,N,Final,800,800,0,5.0,2023
Mendocino County,County,1998,June,06/1998,N,Final,43040,39810,3230,7.5,2021
Denair CDP,Sub-County Place,2020,June,06/2020,N,Final,2400,2100,200,9.8,2023
Concord city,Sub-County Place,2015,May,05/2015,N,Final,65300,61800,3500,5.4,2023
Placer County,County,2008,February,02/2008,N,Final,175800,166100,9800,5.5,2023
San Francisco County,County,1991,August,08/1991,N,Final,412400,387200,25200,6.1,2023
Angwin CDP,Sub-County Place,2024,January,01/2024,N,Final,1700,1600,100,8.0,2023
South San Gabriel CDP,Sub-County Place,2016,December,12/2016,N,Final,3700,3600,100,3.0,2023
Chico MSA,Metropolitan Area,2005,March,03/2005,N,Final,97800,90400,7400,7.6,2021
Ukiah city,Sub-County Place,2022,October,10/2022,N,Final,7090,6820,280,3.9,2023
Los Angeles County,County,1990,September,09/1990,Y,Final,4479900,4204300,275700,6.2,2023
Tehama County,County,2011,October,10/2011,N,Final,26360,22830,3520,13.4,2023
Westmont CDP,Sub-County Place,2012,June,06/2012,N,Final,15200,12500,2700,17.8,2023
Imperial Beach city,Sub-County Place,2015,October,10/2015,N,Final,12100,11200,900,7.7,2023
Ventura County,County,2023,October,10/2023,N,Final,413200,393400,19700,4.8,2023
Merced County,County,2003,December,12/2003,N,Final,95700,84600,11200,11.7,2021
San Joaquin County,County,2021,May,05/2021,N,Final,337700,308200,29500,8.7,2023
Georgetown CDP,Sub-County Place,2015,June,06/2015,N,Final,1000,800,200,20.9,2023
Irwindale city,Sub-County Place,2023,October,10/2023,N,Final,700,700,0,4.6,2023
Santa Rosa MSA,Metropolitan Area,1990,November,11/1990,N,Final,208100,199300,8900,4.3,2021
Tustin city,Sub-County Place,2016,April,04/2016,N,Final,42300,40700,1600,3.8,2023
Los Angeles-Long Beach-Glendale MD,Metropolitan Area,2015,May,05/2015,N,Final,5009100,4665000,344200,6.9,2023
Imperial Beach city,Sub-County Place,2011,April,04/2011,N,Final,12400,10500,1900,15.3,2023
Templeton CDP,Sub-County Place,2017,December,12/2017,N,Final,4200,4000,200,4.1,2023
Santa Maria city,Sub-County Place,2015,October,10/2015,N,Final,47700,44900,2800,5.9,2023
Inyo County,County,2020,September,09/2020,N,Final,8250,7630,620,7.5,2023
Tranquillity CDP,Sub-County Place,2013,July,07/2013,N,Final,200,200,100,26.0,2023
Alamo CDP,Sub-County Place,2013,March,03/2013,N,Final,5500,5200,200,4.3,2023
Duarte city,Sub-County Place,2022,February,02/2022,N,Final,11200,10600,600,5.4,2023
Arroyo Grande city,Sub-County Place,2012,April,04/2012,N,Final,8700,8400,300,3.7,2023
Wheatland city,Sub-County Place,2013,May,05/2013,N,Final,1400,1300,100,4.1,2023
Prunedale CDP,Sub-County Place,2015,March,03/2015,N,Final,9900,8700,1300,12.8,2023
Bakersfield MSA,Metropolitan Area,1991,April,04/1991,N,Final,263200,230400,32800,12.5,2021
Planada CDP,Sub-County Place,2018,June,06/2018,N,Final,1400,1200,200,13.7,2023
Scotts Valley city,Sub-County Place,2013,November,11/2013,N,Final,6300,5900,300,5.2,2023
Homeland CDP,Sub-County Place,2021,August,08/2021,N,Final,2800,2600,300,9.4,2023
Avenal city,Sub-County Place,2010,October,10/2010,N,Final,4200,3300,900,21.5,2023
Arvin city,Sub-County Place,2016,September,09/2016,N,Final,8000,7100,1000,11.9,2023
Rancho Cucamonga city,Sub-County Place,2018,March,03/2018,N,Final,95500,92400,3100,3.2,2023
Tracy city,Sub-County Place,2014,September,09/2014,N,Final,41400,38200,3200,7.8,2023
Cupertino city,Sub-County Place,2022,October,10/2022,N,Final,29000,28400,600,2.2,2023
Tupman CDP,Sub-County Place,2022,October,10/2022,N,Final,100,100,0,0.0,2023
Rowland Heights CDP,Sub-County Place,2021,July,07/2021,N,Final,24000,21700,2300,9.4,2023
Keeler CDP,Sub-County Place,2016,May,05/2016,N,Final,10,0,10,100.0,2023
Delano city,Sub-County Place,2022,September,09/2022,N,Final,20200,17500,2700,13.3,2023
West Carson CDP,Sub-County Place,2010,February,02/2010,N,Final,11100,9900,1200,11.0,2023
Easton CDP,Sub-County Place,2017,June,06/2017,N,Final,1100,1100,100,5.9,2023
Buttonwillow CDP,Sub-County Place,2012,November,11/2012,N,Final,400,300,100,13.9,2023
Temecula city,Sub-County Place,2014,October,10/2014,N,Final,50700,47900,2900,5.6,2023
Traver CDP,Sub-County Place,2012,June,06/2012,N,Final,200,200,0,16.1,2023
Signal Hill city,Sub-County Place,2022,August,08/2022,N,Final,6100,5900,200,2.9,2023
Bakersfield MSA,Metropolitan Area,2007,March,03/2007,N,Final,334600,304700,29900,8.9,2021
Morada CDP,Sub-County Place,2022,July,07/2022,N,Final,1700,1600,0,0.5,2023
Lassen County,County,2002,January,01/2002,N,Final,12020,10860,1150,9.6,2021
Morro Bay city,Sub-County Place,2013,March,03/2013,N,Final,5400,4700,700,13.3,2023
Mill Valley city,Sub-County Place,2020,April,04/2020,N,Final,6400,5800,600,8.8,2023
Newark city,Sub-County Place,2013,April,04/2013,N,Final,22800,21400,1400,6.1,2023
Meadow Vista CDP,Sub-County Place,2021,September,09/2021,N,Final,1500,1400,100,5.3,2023
Spreckels CDP,Sub-County Place,2011,February,02/2011,N,Final,100,100,0,0.0,2023
Rolling Hills city,Sub-County Place,2023,August,08/2023,N,Final,500,500,0,5.8,2023
Hidden Hills city,Sub-County Place,2022,March,03/2022,N,Final,900,900,0,3.3,2023
Cherryland CDP,Sub-County Place,2013,February,02/2013,N,Final,7000,6200,800,11.9,2023
Anderson city,Sub-County Place,2011,March,03/2011,N,Final,4500,3700,800,17.8,2023
Chico MSA,Metropolitan Area,1992,September,09/1992,N,Final,81900,72600,9300,11.4,2021
Shingle Springs CDP,Sub-County Place,2011,December,12/2011,N,Final,1500,1500,0,1.9,2023
Morongo Valley CDP,Sub-County Place,2014,January,01/2014,N,Final,1400,1200,200,11.8,2023
Lamont CDP,Sub-County Place,2021,October,10/2021,N,Final,6100,5600,500,7.5,2023
Newman city,Sub-County Place,2022,November,11/2022,N,Final,5800,5400,400,7.2,2023
Mecca CDP,Sub-County Place,2014,November,11/2014,N,Final,2500,2100,400,17.4,2023
Laton CDP,Sub-County Place,2018,January,01/2018,N,Final,600,600,100,10.9,2023
Knightsen CDP,Sub-County Place,2018,April,04/2018,N,Final,600,600,0,1.1,2023
La Habra city,Sub-County Place,2011,July,07/2011,N,Final,30800,27400,3400,11.0,2023
Madera County,County,2011,February,02/2011,N,Final,63100,52000,11100,17.6,2023
Amador County,County,2009,October,10/2009,N,Final,18000,15820,2180,12.1,2021
Calwa CDP,Sub-County Place,2013,November,11/2013,N,Final,900,700,200,24.7,2023
Merced County,County,2020,June,06/2020,N,Final,115600,99200,16400,14.2,2023
Keddie CDP,Sub-County Place,2011,April,04/2011,N,Final,40,20,20,52.4,2023
